applicant_id,name,name_first,name_last,address_full,state,zip_code,dob,age,fico,loan_to_value,gender,occupation,loan_term,rate_type,denied
10326,Brandi Castillo,Brandi,Castillo,"9532 Cunningham Ranch Apt. 345
Elizabethton, NH 52892",NH,52892,1983-11-03,39,348.0,83.92,female,electrician,30,FIXED,1
10327,Shannon Rivera,Shannon,Rivera,"3378 Baker Roads
North Carolyn, MN 61405",MN,61405,1957-06-18,65,793.0,36.21,female,mechanic,30,FIXED,0
10328,Chelsey Banks,Chelsey,Banks,"067 Horn Oval
East Tyler, OH 91684",OH,91684,1954-06-21,68,789.0,22.4,female,dentist,15,FIXED,0
10329,Rachel Fuller,Rachel,Fuller,"9130 Chase Cliff Suite 432
North Marcia, NM 84440",NM,84440,1960-09-04,62,568.0,57.24,female,doctor,30,FIXED,0
10330,Kristen Lopez,Kristen,Lopez,"5602 Lisa Locks Apt. 055
Garzashire, FM 88193",FM,88193,1983-01-03,40,790.0,46.26,female,accountant,30,FIXED,0
10331,William Owen,William,Owen,"937 Jorge Crescent Apt. 353
Williamfurt, GA 99136",GA,99136,1952-09-09,70,581.0,61.05,male,fireman,30,FIXED,0
10332,Jessica Lindsey,Jessica,Lindsey,"0853 Schwartz Corner Apt. 451
Brownfort, PA 49614",PA,49614,1962-12-09,60,762.0,53.01,female,doctor,30,FIXED,0
10333,Chad Smith,Chad,Smith,"7424 Jones Junction Suite 764
West Jeffrey, MO 38738",MO,38738,1971-01-07,52,605.0,59.85,male,mechanic,30,FIXED,0
10334,Michael Atkins,Michael,Atkins,"2140 Mary Harbor
Tuckerton, FM 72443",FM,72443,1958-10-26,64,563.0,61.24,male,salesman,30,FIXED,0
10335,Patricia Miller,Patricia,Miller,"9248 Amber Views Suite 394
Taylorberg, FM 95719",FM,95719,1972-08-24,50,354.0,78.19,female,fireman,30,FIXED,1
10336,Cole Harvey,Cole,Harvey,"129 Teresa Path Suite 133
Douglastown, CA 48025",CA,48025,1952-08-06,70,361.0,83.64,male,salesman,15,FIXED,1
10337,Timothy Mckenzie,Timothy,Mckenzie,"05747 Andrew Forges
Kristenbury, MH 36537",MH,36537,1984-05-10,38,806.0,42.58,male,software developer,30,FIXED,0
10338,Lori Williams,Lori,Williams,"8348 Marquez Drives
North Andrea, SC 85809",SC,85809,1985-08-08,37,800.0,35.15,female,electrician,30,FIXED,0
10339,Arthur Williams,Arthur,Williams,"7712 Jacqueline Passage
North Jose, PR 41016",PR,41016,1968-06-24,54,795.0,34.63,male,plumber,30,FIXED,0
10340,Mark Carroll,Mark,Carroll,"82929 Kelly Street
Justinstad, MD 68996",MD,68996,1993-09-23,29,767.0,55.36,male,lawyer,30,FIXED,0
10341,Derek Schneider,Derek,Schneider,"74125 Shane Parks
Port Codyland, ND 82635",ND,82635,1996-07-11,26,366.0,65.37,male,fireman,30,FIXED,1
10342,Joanna Boyd,Joanna,Boyd,"250 Cochran Dam Apt. 664
Zamoratown, GA 71131",GA,71131,1978-06-10,44,784.0,23.48,female,software developer,30,FIXED,0
10343,Christopher Sanchez,Christopher,Sanchez,"49824 Richards Row
Port Mathew, DE 02598",DE,02598,1992-05-28,30,756.0,40.68,male,software developer,15,FIXED,1
10344,Faith Farrell,Faith,Farrell,"Unit 5081 Box 3436
DPO AA 63147",AA,63147,1992-12-18,30,344.0,78.61,female,lawyer,30,FIXED,1
10345,Daniel Alvarado,Daniel,Alvarado,"PSC 2031, Box 8014
APO AE 92305",AE,92305,1970-07-27,52,803.0,28.54,male,software developer,30,FIXED,0
10346,Kyle Moore,Kyle,Moore,"7088 Austin Avenue
Bradfordfort, DE 65591",DE,65591,1986-07-09,36,590.0,61.29,female,mechanic,30,FIXED,0
10347,Karen Lee,Karen,Lee,"41518 Charles Rue
Austinchester, MA 58362",MA,58362,1995-10-19,27,397.0,79.03,female,nurse,30,FIXED,1
10348,Natasha Boyd,Natasha,Boyd,"43706 Kristin Avenue Apt. 349
Port Crystalmouth, ME 87737",ME,87737,1994-09-04,28,355.0,80.31,female,teacher,30,FIXED,1
10349,Ann Scott,Ann,Scott,"032 Jones Meadows Suite 246
Boyertown, FM 09300",FM,09300,1963-12-14,59,544.0,69.32,female,doctor,15,FIXED,1
10350,Christian Dixon,Christian,Dixon,"883 Flores View
Elizabethfort, CO 30624",CO,30624,2000-07-02,22,350.0,77.52,male,electrician,30,FIXED,1
10351,Matthew Payne,Matthew,Payne,"PSC 2097, Box 5243
APO AP 13609",AP,13609,1993-02-03,30,760.0,33.18,male,salesman,30,FIXED,0
10352,Jimmy Chambers,Jimmy,Chambers,"909 Cross Station Suite 020
North Craig, OR 42423",OR,42423,1967-03-12,56,806.0,31.77,male,stockbroker,30,FIXED,0
10353,Paige Phillips,Paige,Phillips,"67357 Butler Skyway
North Amberton, OH 51291",OH,51291,1961-06-27,61,797.0,20.38,female,salesman,30,FIXED,0
10354,Jacob Rojas,Jacob,Rojas,"90435 Schmidt Coves Apt. 440
Lake Lorraine, ID 45067",ID,45067,2000-03-12,23,801.0,25.95,male,salesman,30,FIXED,0
10355,Shaun Baker,Shaun,Baker,"79467 Kara Unions
Bradleyfurt, HI 68381",HI,68381,1994-03-23,29,431.0,80.71,male,plumber,30,FIXED,1
10356,Emily Lewis,Emily,Lewis,"04145 Rachel Inlet Apt. 807
Lake Jonstad, WI 73979",WI,73979,2001-07-17,21,796.0,29.74,female,mechanic,30,FIXED,0
10357,Susan Johnson,Susan,Johnson,"507 Mcbride Coves Suite 585
Abigailberg, FM 24105",FM,24105,1952-10-20,70,420.0,81.56,female,investment banker,30,FIXED,1
10358,Eric Short,Eric,Short,"52959 Ortiz Shore
Amberchester, AR 76448",AR,76448,1977-06-14,45,813.0,24.31,male,dentist,15,FIXED,0
10359,Jennifer Shaw,Jennifer,Shaw,"7198 Malone Freeway Suite 551
West Crystal, CO 58294",CO,58294,1963-05-16,59,633.0,56.79,female,mechanic,30,FIXED,0
10360,Robert Lindsey,Robert,Lindsey,"04092 Brandon Parkways Apt. 903
West Vanessaberg, OH 54749",OH,54749,1957-04-11,66,351.0,82.74,male,accountant,30,FIXED,1
10361,Sara Holt,Sara,Holt,"3452 Maureen Lane
Ramirezfort, NV 20890",NV,20890,1962-09-23,60,608.0,79.66,female,librarian,30,FIXED,0
10362,Samuel Humphrey,Samuel,Humphrey,"292 Nielsen Mill
South Steven, NE 43174",NE,43174,1965-10-01,57,337.0,85.49,male,librarian,30,FIXED,1
10363,Kyle Mcdonald,Kyle,Mcdonald,"02080 Steven Shore
North Danielle, FL 94353",FL,94353,1984-02-14,39,806.0,22.2,female,electrician,30,FIXED,0
10364,Angelica Hickman,Angelica,Hickman,"76822 Zachary Island Suite 476
New Rebecca, WV 00903",WV,00903,1956-12-07,66,822.0,40.1,female,salesman,30,FIXED,0
10365,Taylor Hopkins,Taylor,Hopkins,"USNS Silva
FPO AE 90486",AE,90486,1966-10-07,56,631.0,45.85,male,librarian,30,FIXED,0
10366,Brooke Payne,Brooke,Payne,"67266 Brandon Cliffs Apt. 209
East Cynthiamouth, SD 82810",SD,82810,1951-05-27,71,792.0,23.42,female,lawyer,30,FIXED,0
10367,Rhonda Flores,Rhonda,Flores,"PSC 2552, Box 8660
APO AE 72049",AE,72049,1996-12-23,26,812.0,41.09,female,accountant,30,FIXED,0
10368,Deborah Nelson,Deborah,Nelson,"967 Huff Drive
Lake Ashleyside, VI 33114",VI,33114,1981-02-23,42,744.0,39.76,female,mason,30,FIXED,0
10369,Randy Campbell,Randy,Campbell,"51160 Solis Neck
Robertshire, MP 52238",MP,52238,1969-11-22,53,347.0,92.85,male,salesman,15,FIXED,1
10370,Stephanie Bush,Stephanie,Bush,"USNS Jordan
FPO AA 78022",AA,78022,1990-08-19,32,758.0,44.95,female,investment banker,30,FIXED,0
10371,Sarah Flores,Sarah,Flores,"7709 Villa Path Apt. 590
Matthewborough, WI 32571",WI,32571,1971-08-22,51,635.0,49.6,female,stockbroker,30,FIXED,1
10372,Michael Bullock,Michael,Bullock,"6672 Kathryn Manor
Shanechester, AZ 44754",AZ,44754,1992-09-01,30,564.0,60.92,male,dentist,30,FIXED,0
10373,Scott Brown,Scott,Brown,"7350 Lisa Crossing Apt. 690
Carrieshire, NV 55948",NV,55948,1966-08-29,56,792.0,28.76,male,retired,30,FIXED,0
10374,Jennifer Burch,Jennifer,Burch,"1613 Tammy Loop Suite 769
Brooksborough, HI 34498",HI,34498,1966-06-24,56,395.0,80.7,female,doctor,30,FIXED,1
10375,Sonya Durham,Sonya,Durham,"06752 Miller Hollow
East Saramouth, IA 28265",IA,28265,1979-05-31,43,796.0,24.42,female,accountant,30,FIXED,0
10376,Daniel Frazier,Daniel,Frazier,"463 Andrew Motorway
Lisashire, MH 99064",MH,99064,1966-02-24,57,808.0,41.02,male,electrician,30,FIXED,0
10377,Catherine Barnes,Catherine,Barnes,"88038 Moore Square
Brayland, WA 43317",WA,43317,1955-09-13,67,805.0,32.32,female,software developer,30,FIXED,0
10378,Timothy Willis,Timothy,Willis,"9845 Reed Summit
Longstad, DC 18455",DC,18455,1987-04-22,36,351.0,85.76,male,stockbroker,30,FIXED,1
10379,John Johnson,John,Johnson,"4323 Montgomery Fork
East Christopher, MA 49412",MA,49412,1996-01-04,27,557.0,48.71,male,software developer,30,FIXED,0
10380,Tony Odom,Tony,Odom,"2710 David Plains
North Bradview, SC 67883",SC,67883,1978-12-28,44,810.0,29.05,male,mechanic,30,FIXED,0
10381,April Powell,April,Powell,"532 King River Suite 892
Doughertystad, FL 88836",FL,88836,1970-10-13,52,337.0,85.37,female,salesman,30,FIXED,1
10382,Dustin Boyer,Dustin,Boyer,"1032 Robinson Estates
North Evanside, OK 79890",OK,79890,1982-04-03,41,799.0,49.88,male,accountant,30,FIXED,0
10383,Mrs. Nicole Hayes,Nicole,Hayes,"135 Miller Path Apt. 648
Hernandezbury, NC 38280",NC,38280,1982-08-21,40,437.0,76.51,female,plumber,30,FIXED,1
10384,Gregory Bolton,Gregory,Bolton,"83973 Sherry Hollow Apt. 758
South Jessicaview, UT 07600",UT,07600,1983-10-06,39,782.0,38.24,male,plumber,30,FIXED,0
10385,Veronica Gonzalez,Veronica,Gonzalez,"281 Jones Dale
Jeffreyfort, PR 71211",PR,71211,1971-09-29,51,812.0,25.22,female,retired,30,FIXED,0
10386,Phyllis Smith,Phyllis,Smith,"816 Marshall Lake Apt. 140
Johnsonland, CA 28008",CA,28008,1950-11-23,72,343.0,92.95,female,quantitative researcher,15,FIXED,1
10387,Phillip Baker,Phillip,Baker,"516 Christian Field Suite 688
Lake Cody, UT 97379",UT,97379,1952-04-13,71,602.0,61.41,male,salesman,30,FIXED,0
10388,Deborah Gray,Deborah,Gray,"21789 Knight Harbors Suite 118
South Kerrymouth, VT 64982",VT,64982,1954-12-02,68,359.0,74.42,female,mechanic,30,FIXED,1
10389,Michael Simmons,Michael,Simmons,"0979 Lisa Bridge Apt. 116
South Kathrynfort, ME 55966",ME,55966,1964-08-08,58,660.0,63.67,male,student,30,FIXED,0
10390,Alex Kline,Alex,Kline,"USCGC Casey
FPO AP 76947",AP,76947,1972-11-17,50,655.0,54.1,male,salesman,30,FIXED,1
10391,Kelly Short,Kelly,Short,"332 Evans Summit
North Adam, MT 15552",MT,15552,1982-07-03,40,658.0,52.22,female,lawyer,30,FIXED,0
10392,Joshua Benson,Joshua,Benson,"490 Crystal Pines
Nolanbury, DE 54524",DE,54524,1990-12-05,32,369.0,75.83,male,salesman,30,FIXED,1
10393,Brooke Harper,Brooke,Harper,"57731 Turner Crest Suite 253
Angelaville, IL 39199",IL,39199,1995-06-01,27,509.0,61.39,female,student,30,FIXED,1
10394,Michael Ross,Michael,Ross,"756 Wood Rapid Apt. 256
Michelleview, CT 98137",CT,98137,2000-03-19,23,355.0,84.97,male,accountant,30,FIXED,1
10395,Katherine Sutton,Katherine,Sutton,"USS Cobb
FPO AE 59219",AE,59219,1950-07-18,72,795.0,32.74,female,contractor,30,FIXED,0
10396,Richard Williams MD,Richard,Williams,"7776 Laura Cliff
New Nicholaschester, SC 93599",SC,93599,1979-05-26,43,352.0,90.29,male,salesman,30,FIXED,1
10397,Lauren Acosta,Lauren,Acosta,"8843 Matthew Land Suite 175
Antoniochester, OK 39703",OK,39703,1992-05-30,30,678.0,35.78,female,mason,30,FIXED,0
10398,Martin Fritz,Martin,Fritz,"USNV Terry
FPO AA 50194",AA,50194,1992-08-29,30,798.0,49.67,male,accountant,30,FIXED,1
10399,Daniel Johnston,Daniel,Johnston,"25549 Miller Ford
Ramirezland, AK 64463",AK,64463,2003-01-30,20,359.0,85.13,male,software developer,15,FIXED,1
10400,Michelle Eaton,Michelle,Eaton,"0323 Carter Gardens Apt. 138
Port Alicia, LA 94274",LA,94274,1956-03-10,67,638.0,58.7,female,salesman,30,FIXED,0
10401,April Harris,April,Harris,"6279 Browning Hollow Apt. 463
Gatesmouth, AR 57133",AR,57133,1983-07-21,39,433.0,79.89,female,plumber,30,FIXED,1
10402,Nathan Duarte,Nathan,Duarte,"0648 Burns Junctions
Tiffanyton, PR 29691",PR,29691,1974-07-28,48,789.0,48.76,male,contractor,30,FIXED,0
10403,Joshua Strickland,Joshua,Strickland,"61505 Julie Knoll
New Sara, FM 68098",FM,68098,1966-12-31,56,769.0,34.41,male,electrician,30,FIXED,1
10404,Sophia Johnston,Sophia,Johnston,"0454 Jeanette Ford Suite 523
Brownmouth, MS 22287",MS,22287,1960-12-08,62,350.0,76.21,female,librarian,30,FIXED,1
10405,Rebekah Jones,Rebekah,Jones,"5532 Liu Haven
Burnsfurt, OH 08735",OH,08735,1989-02-21,34,801.0,34.85,female,quantitative researcher,30,FIXED,0
10406,Brittany Reid,Brittany,Reid,"776 Patrick View Suite 315
Lake Cheryl, VA 55697",VA,55697,1990-07-12,32,643.0,56.19,female,nurse,30,FIXED,1
10407,Alex Nguyen,Alex,Nguyen,"4526 Baker Station Apt. 119
Stephenchester, ID 95302",ID,95302,1986-01-01,37,420.0,69.56,male,accountant,30,FIXED,1
10408,Jacob Adams,Jacob,Adams,"05290 Thomas Lodge
East Maryshire, ID 03241",ID,03241,1980-10-19,42,795.0,34.76,male,software developer,30,FIXED,0
10409,Priscilla Duffy,Priscilla,Duffy,"879 Anderson Forks
Davidside, VT 31243",VT,31243,2000-07-16,22,812.0,48.24,female,electrician,30,FIXED,0
10410,Mark Flores,Mark,Flores,"USCGC Zamora
FPO AE 88342",AE,88342,1985-06-05,37,340.0,71.54,male,lawyer,30,FIXED,1
10411,Laura Patterson,Laura,Patterson,"5257 Amy Ferry Apt. 722
Brandonland, TX 92157",TX,92157,1983-02-07,40,795.0,37.66,female,electrician,30,FIXED,0
10412,Christopher Gray,Christopher,Gray,"088 Terri Flats
Kristyberg, MP 93934",MP,93934,1984-02-21,39,814.0,27.23,male,electrician,30,FIXED,0
10413,Timothy Jones,Timothy,Jones,"973 Miller Plaza
Ramirezstad, NV 14586",NV,14586,1970-09-03,52,731.0,53.67,male,salesman,30,FIXED,0
10414,Mrs. Debra Robinson MD,Debra,Robinson,"3230 Peggy Orchard Apt. 123
Thompsonborough, SD 99677",SD,99677,1996-09-13,26,413.0,70.74,female,lawyer,30,FIXED,1
10415,Emily Munoz,Emily,Munoz,"507 Kimberly Fork Suite 480
North Deniseville, OR 28328",OR,28328,1980-08-15,42,790.0,27.06,female,mechanic,30,FIXED,0
10416,Mrs. Erin Larsen,Erin,Larsen,"USS Martin
FPO AE 99289",AE,99289,1977-11-19,45,802.0,14.77,female,retired,30,FIXED,0
10417,Julie Mendoza,Julie,Mendoza,"9852 Mullins Bridge
Lake Desireeland, OK 66460",OK,66460,1984-06-30,38,349.0,89.26,female,librarian,30,FIXED,1
10418,Jeffrey Horne,Jeffrey,Horne,"647 Rios Motorway
New Ashleyview, VT 59679",VT,59679,1960-03-30,63,819.0,31.33,male,plumber,30,FIXED,0
10419,Erin Harris,Erin,Harris,"3465 Abigail Cape Apt. 808
Mejiamouth, GA 44588",GA,44588,1964-10-08,58,339.0,88.86,female,librarian,30,FIXED,1
10420,Angela Rogers,Angela,Rogers,"887 Reese Walk Apt. 280
Gomezton, FL 06974",FL,06974,1961-05-10,61,369.0,94.37,female,doctor,30,FIXED,1
10421,Eric Zimmerman,Eric,Zimmerman,"467 Dave Corners
North Nancy, HI 04649",HI,04649,1964-01-10,59,340.0,83.94,male,doctor,30,FIXED,1
10422,Bonnie Preston,Bonnie,Preston,"5897 Sean Ports
North Victoriaport, MH 82441",MH,82441,1997-04-30,25,341.0,81.06,female,teacher,30,FIXED,1
10423,Timothy Velasquez,Timothy,Velasquez,"PSC 0903, Box 0156
APO AE 66444",AE,66444,1966-01-04,57,802.0,51.37,male,salesman,30,FIXED,0
10424,Andrew Williams,Andrew,Williams,"018 Allen Underpass
East Amyton, FL 91804",FL,91804,2002-07-21,20,806.0,36.93,male,doctor,30,FIXED,0
10425,Dr. Brett Barrett,Brett,Barrett,"6031 Derek Village Apt. 713
West Donnahaven, GU 84826",GU,84826,1956-01-09,67,338.0,73.45,male,plumber,30,FIXED,1
10426,Elizabeth Smith,Elizabeth,Smith,"8675 George Green Apt. 347
East Jason, OK 10493",OK,10493,1996-03-30,27,794.0,32.21,female,mechanic,30,FIXED,0
10427,Jeffrey Frazier,Jeffrey,Frazier,"28024 Jeremy Islands
Port Kimberlyview, OK 96344",OK,96344,1950-09-02,72,811.0,29.96,male,teacher,30,FIXED,0
10428,Elizabeth Hopkins,Elizabeth,Hopkins,"88235 Nicole Ferry Suite 863
Amandaton, WV 83078",WV,83078,1991-03-09,32,526.0,72.18,female,contractor,30,FIXED,1
10429,Melody Richard,Melody,Richard,"018 Richards Street Suite 573
Darleneport, MA 87246",MA,87246,1962-08-03,60,346.0,79.59,female,doctor,30,FIXED,1
10430,Brandon Wright,Brandon,Wright,"039 Bray View
Mclaughlinburgh, HI 15278",HI,15278,1983-10-08,39,808.0,36.46,male,salesman,15,FIXED,0
10431,Jason Carpenter,Jason,Carpenter,"586 Shelton Causeway Suite 163
Brockhaven, MD 51526",MD,51526,1980-03-15,43,360.0,75.43,male,lawyer,30,FIXED,1
10432,Kerry Peterson,Kerry,Peterson,"940 Andrews Well
East Lisa, KS 40476",KS,40476,2001-11-03,21,795.0,3.35,female,retired,30,FIXED,0
10433,Paul Frey,Paul,Frey,"1674 Donna Creek Suite 332
Millerside, IL 14350",IL,14350,1970-02-13,53,617.0,64.66,male,salesman,30,FIXED,0
10434,Shelly Frederick,Shelly,Frederick,"324 William Parkway Apt. 850
East Wanda, MT 84983",MT,84983,1982-05-08,40,651.0,41.88,female,software developer,30,FIXED,0
10435,Kenneth Middleton,Kenneth,Middleton,"94487 William Ports Apt. 497
East Peterborough, PA 17677",PA,17677,1954-12-11,68,571.0,51.04,male,lawyer,15,FIXED,0
10436,Richard Patterson,Richard,Patterson,"77369 Hayes Brook
South Michael, ID 41803",ID,41803,1956-03-13,67,743.0,49.97,male,doctor,30,FIXED,0
10437,Cassandra Smith,Cassandra,Smith,"843 Jennifer Rapids Apt. 818
Port Heathertown, ME 99122",ME,99122,1970-06-18,52,800.0,37.42,female,salesman,30,FIXED,0
10438,Tiffany Orozco,Tiffany,Orozco,"3619 Jones Canyon Suite 242
Martinezstad, IN 03136",IN,03136,1958-01-10,65,813.0,21.12,female,retired,15,FIXED,0
10439,Tammy Roberson,Tammy,Roberson,"88414 Schultz Rapid
Elizabethville, GA 87868",GA,87868,1960-07-26,62,416.0,90.99,female,doctor,15,FIXED,1
10440,Robert Dennis,Robert,Dennis,"033 Sophia Manors Apt. 421
New Tammyton, ME 32135",ME,32135,1998-03-24,25,368.0,71.73,male,stockbroker,15,FIXED,1
10441,Elizabeth Boone,Elizabeth,Boone,"USS Hunter
FPO AA 28550",AA,28550,1968-05-26,54,825.0,32.11,female,software developer,30,FIXED,0
10442,Melanie Hammond,Melanie,Hammond,"USNV Anderson
FPO AE 46624",AE,46624,1993-08-27,29,360.0,91.42,female,stockbroker,30,FIXED,1
10443,Steven Carpenter,Steven,Carpenter,"2458 Matthew Vista Apt. 978
East Kelly, DC 76474",DC,76474,1950-09-19,72,348.0,86.65,male,teacher,30,FIXED,1
10444,John Harvey,John,Harvey,"45283 Turner Falls Suite 226
Foxbury, PA 65174",PA,65174,1994-02-04,29,797.0,24.98,male,stockbroker,30,FIXED,0
10445,Claudia Peters,Claudia,Peters,"43001 Miller Valleys Suite 094
Hannahton, VA 08906",VA,08906,1980-11-12,42,555.0,74.03,female,accountant,30,FIXED,0
10446,Michael Yates,Michael,Yates,"77230 Lucas Road
South Robert, AS 16215",AS,16215,1970-09-10,52,803.0,39.55,male,mechanic,30,FIXED,0
10447,Beth Nguyen,Beth,Nguyen,"662 Carter Brooks Apt. 055
Morganburgh, DE 41858",DE,41858,1958-12-19,64,794.0,30.0,female,fireman,30,FIXED,0
10448,Laura Farmer,Laura,Farmer,"USCGC Greene
FPO AE 58896",AE,58896,1953-06-23,69,759.0,49.19,female,fireman,30,FIXED,0
10449,Jennifer Powell,Jennifer,Powell,"14386 Duffy Neck
North Jessicaton, ID 07585",ID,07585,1979-07-19,43,786.0,29.9,female,stockbroker,30,FIXED,0
10450,Erika Hughes,Erika,Hughes,"363 Elizabeth Pines
South Jose, NC 12753",NC,12753,1981-06-18,41,804.0,35.76,female,software developer,30,FIXED,0
10451,Antonio West,Antonio,West,"552 Watkins Gardens Suite 084
Christinetown, OR 39289",OR,39289,1986-12-24,36,610.0,63.26,male,salesman,15,FIXED,0
10452,Daniel Garcia,Daniel,Garcia,"PSC 1046, Box 8621
APO AE 50620",AE,50620,1959-08-11,63,543.0,68.62,male,teacher,30,FIXED,1
10453,Caitlin Brady,Caitlin,Brady,"31780 Wall View
Smithshire, GA 26138",GA,26138,1962-10-12,60,799.0,44.34,female,contractor,15,FIXED,0
10454,Mary Gonzalez,Mary,Gonzalez,"2616 Stacey Dale
South Hannah, GU 59896",GU,59896,1981-05-26,41,801.0,16.49,female,retired,15,FIXED,0
10455,Casey Miller,Casey,Miller,"972 Campbell Views
South Andre, MS 10100",MS,10100,1992-08-31,30,672.0,55.92,female,librarian,30,FIXED,0
10456,Monica Taylor,Monica,Taylor,"Unit 3875 Box 9534
DPO AA 50725",AA,50725,1987-07-22,35,693.0,45.83,female,fireman,30,FIXED,0
10457,Chad Booth,Chad,Booth,"72391 Samantha Crossing
East Johntown, SC 91005",SC,91005,1999-06-19,23,674.0,39.23,male,mechanic,30,FIXED,0
10458,Jose Parker,Jose,Parker,"Unit 8033 Box 0267
DPO AE 45797",AE,45797,2000-04-04,23,806.0,20.32,male,plumber,30,FIXED,0
10459,Karen Arnold,Karen,Arnold,"5538 Ramos Way Suite 091
Jeffreyport, UT 68559",UT,68559,1975-02-28,48,354.0,94.74,female,salesman,30,FIXED,1
10460,Jordan Hill,Jordan,Hill,"57667 Tammy Street Suite 910
Lisaborough, SD 81807",SD,81807,1964-03-30,59,593.0,71.14,male,lawyer,30,FIXED,0
10461,Shawn Taylor,Shawn,Taylor,"57678 Lindsay Haven Suite 175
New Brendaberg, NV 50854",NV,50854,1953-01-20,70,340.0,85.78,male,student,30,FIXED,1
10462,Christopher Gonzales,Christopher,Gonzales,"USS Mccoy
FPO AA 94768",AA,94768,2001-04-05,22,357.0,92.83,male,data scientist,30,FIXED,1
10463,Sandra Rivas,Sandra,Rivas,"1670 Christina Mission
Emilyhaven, NY 81177",NY,81177,1953-08-25,69,346.0,89.59,female,nurse,30,FIXED,1
10464,Christopher Hernandez,Christopher,Hernandez,"12195 Wayne Fall
Spencerberg, AS 73128",AS,73128,1990-01-16,33,800.0,36.9,male,plumber,30,FIXED,0
10465,Lauren Miller,Lauren,Miller,"729 Joy Lake
North Michael, NH 65443",NH,65443,1996-03-09,27,367.0,82.33,female,dentist,30,FIXED,1
10466,Todd Owens,Todd,Owens,"5587 Munoz Roads Apt. 802
Bennettshire, AK 38301",AK,38301,1998-07-25,24,583.0,62.2,male,doctor,30,FIXED,1
10467,Antonio Peterson,Antonio,Peterson,"9460 Miranda Corners Apt. 033
South Jennifer, CO 96291",CO,96291,1976-12-31,46,551.0,62.43,male,dentist,30,FIXED,0
10468,Bailey Henderson MD,Bailey,Henderson,"3050 Lane Place Suite 115
Marymouth, PA 88295",PA,88295,1963-05-05,59,370.0,75.55,female,dentist,30,FIXED,1
10469,Frank Greer,Frank,Greer,"025 Martinez Flat Apt. 334
South Jakeshire, PW 84332",PW,84332,1989-06-17,33,788.0,21.04,male,salesman,30,FIXED,0
10470,Shane Sullivan,Shane,Sullivan,"413 Kelly Ferry
Port Richard, OK 04330",OK,04330,2000-07-05,22,795.0,1.81,male,retired,30,FIXED,0
10471,Nicole Lewis,Nicole,Lewis,"81223 Jessica Shore Suite 201
Lake Monica, DE 66020",DE,66020,1991-07-31,31,796.0,37.93,female,nurse,30,FIXED,1
10472,Dustin Nichols,Dustin,Nichols,"7989 Stephanie Mountains
Andrewstad, GU 49541",GU,49541,1963-05-19,59,787.0,50.91,male,salesman,30,FIXED,0
10473,Amy Kline,Amy,Kline,"177 Benson Hills Apt. 569
North Kimberly, AZ 54431",AZ,54431,1972-05-29,50,354.0,71.48,female,student,30,FIXED,1
10474,Heather Hicks,Heather,Hicks,"7900 Miller Lane
New Williammouth, MD 06046",MD,06046,1997-09-22,25,666.0,44.52,female,nurse,30,FIXED,1
10475,Yolanda Vang,Yolanda,Vang,"7233 Matthew Junctions Suite 083
Jeffreyville, OH 55918",OH,55918,1962-05-29,60,357.0,76.39,female,dentist,30,FIXED,1
10476,Angela Hernandez,Angela,Hernandez,"1868 Chung Center Apt. 915
New Anthonyside, DC 37453",DC,37453,2002-02-03,21,807.0,34.14,female,teacher,30,FIXED,0
10477,James Rice,James,Rice,"74343 Jessica Gardens
East Amandachester, DE 96344",DE,96344,1959-07-09,63,791.0,46.64,male,teacher,30,FIXED,0
10478,Jim Sanders,Jim,Sanders,"222 Samuel Port
New Mirandatown, NV 84903",NV,84903,1950-10-23,72,811.0,53.22,male,salesman,30,FIXED,0
10479,Savannah Valdez,Savannah,Valdez,"84702 Wood Junction Suite 222
North Brittany, ND 99162",ND,99162,1988-05-23,34,792.0,28.77,female,accountant,30,FIXED,0
10480,Kristine Anderson,Kristine,Anderson,"26412 Veronica Wells
Singletonberg, MI 47907",MI,47907,1958-08-16,64,793.0,35.55,female,retired,30,FIXED,0
10481,Eric Mcdonald,Eric,Mcdonald,"57102 Luis Crossroad
South Daniel, ID 55282",ID,55282,1966-05-14,56,369.0,81.45,male,teacher,30,FIXED,1
10482,Jeremy Marks,Jeremy,Marks,"11494 Nunez Oval Apt. 890
South Juan, OR 23807",OR,23807,1986-08-30,36,794.0,24.81,male,stockbroker,30,FIXED,0
10483,Mary Hardy,Mary,Hardy,"297 Johnson Falls Apt. 981
West Craigburgh, AK 96420",AK,96420,1982-03-04,41,353.0,89.15,female,teacher,30,FIXED,1
10484,Kathleen Coleman,Kathleen,Coleman,"69966 Elliott Rue
Wendyton, GU 36939",GU,36939,1959-05-06,63,656.0,38.81,female,software developer,30,FIXED,0
10485,Eric Murray,Eric,Murray,"86577 Gregory Avenue
Jimport, IL 59441",IL,59441,1962-10-30,60,799.0,20.92,male,salesman,30,FIXED,0
10486,Peter Murray,Peter,Murray,"780 Lori Row Apt. 907
Gregorystad, MP 75115",MP,75115,1986-09-29,36,800.0,34.79,male,software developer,30,FIXED,0
10487,Melanie Fitzpatrick,Melanie,Fitzpatrick,"22769 Evan Street Suite 220
Jimenezberg, OR 12558",OR,12558,1988-01-11,35,789.0,40.44,female,salesman,30,FIXED,0
10488,Brittany Le,Brittany,Le,"464 Conway Viaduct
Lake Derrickborough, MI 96308",MI,96308,1994-01-22,29,358.0,84.91,female,quantitative researcher,30,FIXED,1
